gene_pair	Spearman	Pos/Neg	gene1_symbol	gene2_symbol	gene1_name	gene2_name
('ENSG00000063177', 'ENSG00000105193')	0.834368007421734	1	RPL18	RPS16	ribosomal protein L18	ribosomal protein S16
('ENSG00000143947', 'ENSG00000229117')	0.8343644919057387	1	RPS27A	RPL41	ribosomal protein S27a	ribosomal protein L41
('ENSG00000105193', 'ENSG00000171863')	0.8342903591475519	1	RPS16	RPS7	ribosomal protein S16	ribosomal protein S7
('ENSG00000145592', 'ENSG00000162244')	0.8342715213562164	1	RPL37	RPL29	ribosomal protein L37	ribosomal protein L29
('ENSG00000137154', 'ENSG00000171863')	0.834248288341853	1	RPS6	RPS7	ribosomal protein S6	ribosomal protein S7
('ENSG00000167526', 'ENSG00000198034')	0.8342291988253029	1	RPL13	RPS4X	ribosomal protein L13	ribosomal protein S4 X-linked
('ENSG00000167526', 'ENSG00000182899')	0.8341823879110883	1	RPL13	RPL35A	ribosomal protein L13	ribosomal protein L35a
('ENSG00000110700', 'ENSG00000115268')	0.8341816590966517	1	RPS13	RPS15	ribosomal protein S13	ribosomal protein S15
('ENSG00000105640', 'ENSG00000233927')	0.8341620295490944	1	RPL18A	RPS28	ribosomal protein L18a	ribosomal protein S28
('ENSG00000114391', 'ENSG00000198034')	0.8340075284305378	1	RPL24	RPS4X	ribosomal protein L24	ribosomal protein S4 X-linked
('ENSG00000105640', 'ENSG00000130255')	0.833967384663681	1	RPL18A	RPL36	ribosomal protein L18a	ribosomal protein L36
('ENSG00000130255', 'ENSG00000138326')	0.8339551667739726	1	RPL36	RPS24	ribosomal protein L36	ribosomal protein S24
('ENSG00000131469', 'ENSG00000198755')	0.8339409608725044	1	RPL27	RPL10A	ribosomal protein L27	ribosomal protein L10a
('ENSG00000130255', 'ENSG00000177954')	0.8339358784633325	1	RPL36	RPS27	ribosomal protein L36	ribosomal protein S27
('ENSG00000149806', 'ENSG00000197958')	0.8339264476525385	1	FAU	RPL12	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein L12
('ENSG00000161016', 'ENSG00000198755')	0.8338966471530087	1	RPL8	RPL10A	ribosomal protein L8	ribosomal protein L10a
('ENSG00000167526', 'ENSG00000186468')	0.8338770604257724	1	RPL13	RPS23	ribosomal protein L13	ribosomal protein S23
('ENSG00000105640', 'ENSG00000110700')	0.833867654083794	1	RPL18A	RPS13	ribosomal protein L18a	ribosomal protein S13
('ENSG00000145425', 'ENSG00000177954')	0.8338141486987641	1	RPS3A	RPS27	ribosomal protein S3A	ribosomal protein S27
('ENSG00000156482', 'ENSG00000188846')	0.8338056241381382	1	RPL30	RPL14	ribosomal protein L30	ribosomal protein L14
('ENSG00000108298', 'ENSG00000149806')	0.833743993063043	1	RPL19	FAU	ribosomal protein L19	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000182899', 'ENSG00000229117')	0.8337304597008688	1	RPL35A	RPL41	ribosomal protein L35a	ribosomal protein L41
('ENSG00000110700', 'ENSG00000162244')	0.8337133786068127	1	RPS13	RPL29	ribosomal protein S13	ribosomal protein L29
('ENSG00000136942', 'ENSG00000188846')	0.8336494716859535	1	RPL35	RPL14	ribosomal protein L35	ribosomal protein L14
('ENSG00000108298', 'ENSG00000114391')	0.83362615789584	1	RPL19	RPL24	ribosomal protein L19	ribosomal protein L24
('ENSG00000105640', 'ENSG00000145592')	0.8336153131960485	1	RPL18A	RPL37	ribosomal protein L18a	ribosomal protein L37
('ENSG00000108107', 'ENSG00000182899')	0.8336145892148259	1	RPL28	RPL35A	ribosomal protein L28	ribosomal protein L35a
('ENSG00000110700', 'ENSG00000198242')	0.833528853901803	1	RPS13	RPL23A	ribosomal protein S13	ribosomal protein L23a
('ENSG00000116251', 'ENSG00000188846')	0.8335220893603678	1	RPL22	RPL14	ribosomal protein L22	ribosomal protein L14
('ENSG00000089009', 'ENSG00000100316')	0.8335176456258135	1	RPL6	RPL3	ribosomal protein L6	ribosomal protein L3
('ENSG00000183324', 'ENSG00000188771')	0.8335165921263784	0	REC114	PLET1	REC114 meiotic recombination protein	placenta expressed transcript 1
('ENSG00000149806', 'ENSG00000233927')	0.8335122682109439	1	FAU	RPS28	FAU ubiquitin like and ribosomal protein S30 fusion	ribosomal protein S28
('ENSG00000100316', 'ENSG00000231500')	0.8335118901168983	1	RPL3	RPS18	ribosomal protein L3	ribosomal protein S18
('ENSG00000105640', 'ENSG00000162244')	0.8334775125385995	1	RPL18A	RPL29	ribosomal protein L18a	ribosomal protein L29
('ENSG00000089009', 'ENSG00000156482')	0.8334692702602973	1	RPL6	RPL30	ribosomal protein L6	ribosomal protein L30
('ENSG00000182899', 'ENSG00000198918')	0.8334583539229558	1	RPL35A	RPL39	ribosomal protein L35a	ribosomal protein L39
('ENSG00000198242', 'ENSG00000233927')	0.8334520911070523	1	RPL23A	RPS28	ribosomal protein L23a	ribosomal protein S28
('ENSG00000115268', 'ENSG00000171863')	0.833368243680528	1	RPS15	RPS7	ribosomal protein S15	ribosomal protein S7
('ENSG00000145526', 'ENSG00000185053')	0.8333255698971843	0	CDH18	SGCZ	cadherin 18	sarcoglycan zeta
('ENSG00000152208', 'ENSG00000156687')	0.8333146492604142	0	GRID2	UNC5D	glutamate ionotropic receptor delta type subunit 2	unc-5 netrin receptor D
('ENSG00000156482', 'ENSG00000198242')	0.8332658322392935	1	RPL30	RPL23A	ribosomal protein L30	ribosomal protein L23a
('ENSG00000115268', 'ENSG00000147403')	0.8331924862319813	1	RPS15	RPL10	ribosomal protein S15	ribosomal protein L10
('ENSG00000105193', 'ENSG00000143947')	0.8331528276254926	1	RPS16	RPS27A	ribosomal protein S16	ribosomal protein S27a
('ENSG00000163682', 'ENSG00000197958')	0.8331408023617408	1	RPL9	RPL12	ribosomal protein L9	ribosomal protein L12
('ENSG00000137818', 'ENSG00000233927')	0.8331239607836131	1	RPLP1	RPS28	ribosomal protein lateral stalk subunit P1	ribosomal protein S28
('ENSG00000143947', 'ENSG00000163682')	0.833073863051438	1	RPS27A	RPL9	ribosomal protein S27a	ribosomal protein L9
('ENSG00000081237', 'ENSG00000081320')	0.8330015941552356	0	PTPRC	STK17B	protein tyrosine phosphatase receptor type C	serine/threonine kinase 17b
('ENSG00000112306', 'ENSG00000197958')	0.833001459031505	1	RPS12	RPL12	ribosomal protein S12	ribosomal protein L12
('ENSG00000100316', 'ENSG00000112306')	0.832990320048435	1	RPL3	RPS12	ribosomal protein L3	ribosomal protein S12
('ENSG00000105193', 'ENSG00000149273')	0.8329474749666576	1	RPS16	RPS3	ribosomal protein S16	ribosomal protein S3
('ENSG00000170889', 'ENSG00000197958')	0.8328613805010254	1	RPS9	RPL12	ribosomal protein S9	ribosomal protein L12
('ENSG00000109475', 'ENSG00000213741')	0.8328302536086275	1	RPL34	RPS29	ribosomal protein L34	ribosomal protein S29
('ENSG00000150275', 'ENSG00000185737')	0.8328066086299822	0	PCDH15	NRG3	protocadherin related 15	neuregulin 3
('ENSG00000083845', 'ENSG00000162244')	0.8327886640288666	1	RPS5	RPL29	ribosomal protein S5	ribosomal protein L29
('ENSG00000114391', 'ENSG00000145592')	0.8327520800939812	1	RPL24	RPL37	ribosomal protein L24	ribosomal protein L37
('ENSG00000163682', 'ENSG00000198034')	0.8327437015661511	1	RPL9	RPS4X	ribosomal protein L9	ribosomal protein S4 X-linked
('ENSG00000071082', 'ENSG00000137154')	0.8327130574073401	1	RPL31	RPS6	ribosomal protein L31	ribosomal protein S6
('ENSG00000149273', 'ENSG00000188846')	0.8326942295583643	1	RPS3	RPL14	ribosomal protein S3	ribosomal protein L14
('ENSG00000142937', 'ENSG00000198755')	0.8326762317972286	1	RPS8	RPL10A	ribosomal protein S8	ribosomal protein L10a
('ENSG00000145592', 'ENSG00000198242')	0.8326404382894737	1	RPL37	RPL23A	ribosomal protein L37	ribosomal protein L23a
('ENSG00000134419', 'ENSG00000171858')	0.8326323855458089	1	RPS15A	RPS21	ribosomal protein S15a	ribosomal protein S21
('ENSG00000130255', 'ENSG00000148303')	0.8326050795162544	1	RPL36	RPL7A	ribosomal protein L36	ribosomal protein L7a
('ENSG00000138326', 'ENSG00000174748')	0.832600465525979	1	RPS24	RPL15	ribosomal protein S24	ribosomal protein L15
('ENSG00000066032', 'ENSG00000152208')	0.8325701642754448	1	CTNNA2	GRID2	catenin alpha 2	glutamate ionotropic receptor delta type subunit 2
('ENSG00000083845', 'ENSG00000142937')	0.8325381787401994	1	RPS5	RPS8	ribosomal protein S5	ribosomal protein S8
('ENSG00000083845', 'ENSG00000130255')	0.8325152976750101	1	RPS5	RPL36	ribosomal protein S5	ribosomal protein L36
('ENSG00000137154', 'ENSG00000233927')	0.8325139474348138	1	RPS6	RPS28	ribosomal protein S6	ribosomal protein S28
('ENSG00000136942', 'ENSG00000162244')	0.8324735664742612	1	RPL35	RPL29	ribosomal protein L35	ribosomal protein L29
('ENSG00000110700', 'ENSG00000137154')	0.8324602241478922	1	RPS13	RPS6	ribosomal protein S13	ribosomal protein S6
('ENSG00000183117', 'ENSG00000186094')	0.8323681252542834	0	CSMD1	AGBL4	CUB and Sushi multiple domains 1	AGBL carboxypeptidase 4
('ENSG00000147403', 'ENSG00000177600')	0.8323600303258513	1	RPL10	RPLP2	ribosomal protein L10	ribosomal protein lateral stalk subunit P2
('ENSG00000112306', 'ENSG00000198918')	0.8323494489231009	1	RPS12	RPL39	ribosomal protein S12	ribosomal protein L39
('ENSG00000130255', 'ENSG00000167526')	0.8323161429617733	1	RPL36	RPL13	ribosomal protein L36	ribosomal protein L13
('ENSG00000163682', 'ENSG00000177954')	0.8322992915355044	1	RPL9	RPS27	ribosomal protein L9	ribosomal protein S27
('ENSG00000105640', 'ENSG00000163682')	0.8322922697772194	1	RPL18A	RPL9	ribosomal protein L18a	ribosomal protein L9
('ENSG00000110700', 'ENSG00000161016')	0.8322662213098478	1	RPS13	RPL8	ribosomal protein S13	ribosomal protein L8
('ENSG00000172809', 'ENSG00000197756')	0.8322546684161778	1	RPL38	RPL37A	ribosomal protein L38	ribosomal protein L37a
('ENSG00000137818', 'ENSG00000145425')	0.832250011041982	1	RPLP1	RPS3A	ribosomal protein lateral stalk subunit P1	ribosomal protein S3A
('ENSG00000147403', 'ENSG00000171863')	0.8322415969362194	1	RPL10	RPS7	ribosomal protein L10	ribosomal protein S7
('ENSG00000177954', 'ENSG00000186468')	0.8322199031775636	1	RPS27	RPS23	ribosomal protein S27	ribosomal protein S23
('ENSG00000138326', 'ENSG00000145425')	0.8321482932346471	1	RPS24	RPS3A	ribosomal protein S24	ribosomal protein S3A
('ENSG00000174748', 'ENSG00000177600')	0.8321461359014727	1	RPL15	RPLP2	ribosomal protein L15	ribosomal protein lateral stalk subunit P2
('ENSG00000109475', 'ENSG00000162244')	0.8321320273589029	1	RPL34	RPL29	ribosomal protein L34	ribosomal protein L29
('ENSG00000171858', 'ENSG00000233927')	0.8321158827310579	1	RPS21	RPS28	ribosomal protein S21	ribosomal protein S28
('ENSG00000142937', 'ENSG00000198242')	0.83211308041106	1	RPS8	RPL23A	ribosomal protein S8	ribosomal protein L23a
('ENSG00000167526', 'ENSG00000233927')	0.8321073373121132	1	RPL13	RPS28	ribosomal protein L13	ribosomal protein S28
('ENSG00000161016', 'ENSG00000167526')	0.8320740294881185	1	RPL8	RPL13	ribosomal protein L8	ribosomal protein L13
('ENSG00000137818', 'ENSG00000142937')	0.8320515900689548	1	RPLP1	RPS8	ribosomal protein lateral stalk subunit P1	ribosomal protein S8
('ENSG00000112306', 'ENSG00000161016')	0.8320443571183647	1	RPS12	RPL8	ribosomal protein S12	ribosomal protein L8
('ENSG00000142541', 'ENSG00000147604')	0.8320355776876426	1	RPL13A	RPL7	ribosomal protein L13a	ribosomal protein L7
('ENSG00000114391', 'ENSG00000186468')	0.8320054366600934	1	RPL24	RPS23	ribosomal protein L24	ribosomal protein S23
('ENSG00000122406', 'ENSG00000142937')	0.8319542087520174	1	RPL5	RPS8	ribosomal protein L5	ribosomal protein S8
('ENSG00000114391', 'ENSG00000198242')	0.8319347364827515	1	RPL24	RPL23A	ribosomal protein L24	ribosomal protein L23a
('ENSG00000089009', 'ENSG00000198242')	0.8319240416548062	1	RPL6	RPL23A	ribosomal protein L6	ribosomal protein L23a
('ENSG00000105193', 'ENSG00000118181')	0.8318989749988875	1	RPS16	RPS25	ribosomal protein S16	ribosomal protein S25
('ENSG00000109475', 'ENSG00000229117')	0.831895003992108	1	RPL34	RPL41	ribosomal protein L34	ribosomal protein L41
('ENSG00000162244', 'ENSG00000198034')	0.831842163199655	1	RPL29	RPS4X	ribosomal protein L29	ribosomal protein S4 X-linked
('ENSG00000198712', 'ENSG00000198888')	0.8318308957238185	1	MT-CO2	MT-ND1	mitochondrially encoded cytochrome c oxidase II	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1
('ENSG00000161016', 'ENSG00000186468')	0.8318147025416408	1	RPL8	RPS23	ribosomal protein L8	ribosomal protein S23
('ENSG00000110700', 'ENSG00000138326')	0.8317944105739329	1	RPS13	RPS24	ribosomal protein S13	ribosomal protein S24
('ENSG00000148303', 'ENSG00000168028')	0.83175077210633	1	RPL7A	RPSA	ribosomal protein L7a	ribosomal protein SA
('ENSG00000108107', 'ENSG00000143947')	0.831733359351079	1	RPL28	RPS27A	ribosomal protein L28	ribosomal protein S27a
('ENSG00000100316', 'ENSG00000130255')	0.8317166156950564	1	RPL3	RPL36	ribosomal protein L3	ribosomal protein L36
('ENSG00000130255', 'ENSG00000198755')	0.8316365742279648	1	RPL36	RPL10A	ribosomal protein L36	ribosomal protein L10a
('ENSG00000115268', 'ENSG00000156482')	0.8316061189396974	1	RPS15	RPL30	ribosomal protein S15	ribosomal protein L30
('ENSG00000083845', 'ENSG00000110700')	0.831579428192188	1	RPS5	RPS13	ribosomal protein S5	ribosomal protein S13
('ENSG00000122406', 'ENSG00000145425')	0.8315657339712219	1	RPL5	RPS3A	ribosomal protein L5	ribosomal protein S3A
('ENSG00000196531', 'ENSG00000204628')	0.8315131110604912	0	NACA	RACK1	nascent polypeptide associated complex subunit alpha	receptor for activated C kinase 1
('ENSG00000137154', 'ENSG00000188846')	0.831337801204242	1	RPS6	RPL14	ribosomal protein S6	ribosomal protein L14
('ENSG00000100316', 'ENSG00000198755')	0.8313267068053982	1	RPL3	RPL10A	ribosomal protein L3	ribosomal protein L10a
('ENSG00000100316', 'ENSG00000144713')	0.8313199757916777	1	RPL3	RPL32	ribosomal protein L3	ribosomal protein L32
('ENSG00000179344', 'ENSG00000196735')	0.8312575981866817	1	HLA-DQB1	HLA-DQA1	major histocompatibility complex, class II, DQ beta 1	major histocompatibility complex, class II, DQ alpha 1
('ENSG00000118181', 'ENSG00000149273')	0.8312406000907301	1	RPS25	RPS3	ribosomal protein S25	ribosomal protein S3
('ENSG00000105372', 'ENSG00000108107')	0.831232596849739	1	RPS19	RPL28	ribosomal protein S19	ribosomal protein L28
('ENSG00000145425', 'ENSG00000148303')	0.8312027899165814	1	RPS3A	RPL7A	ribosomal protein S3A	ribosomal protein L7a
('ENSG00000114391', 'ENSG00000233927')	0.8311382634415824	1	RPL24	RPS28	ribosomal protein L24	ribosomal protein S28
('ENSG00000137818', 'ENSG00000161016')	0.8310722536227217	1	RPLP1	RPL8	ribosomal protein lateral stalk subunit P1	ribosomal protein L8
('ENSG00000110700', 'ENSG00000198918')	0.8310127094505977	1	RPS13	RPL39	ribosomal protein S13	ribosomal protein L39
('ENSG00000115268', 'ENSG00000148303')	0.8309939810297066	1	RPS15	RPL7A	ribosomal protein S15	ribosomal protein L7a
('ENSG00000169306', 'ENSG00000183230')	0.8309933366274515	0	IL1RAPL1	CTNNA3	interleukin 1 receptor accessory protein like 1	catenin alpha 3
('ENSG00000105193', 'ENSG00000233927')	0.830981539426086	1	RPS16	RPS28	ribosomal protein S16	ribosomal protein S28
('ENSG00000083845', 'ENSG00000186468')	0.8309465864886657	1	RPS5	RPS23	ribosomal protein S5	ribosomal protein S23
('ENSG00000083845', 'ENSG00000134419')	0.8309385149158813	1	RPS5	RPS15A	ribosomal protein S5	ribosomal protein S15a
('ENSG00000145425', 'ENSG00000204628')	0.8308769746042554	1	RPS3A	RACK1	ribosomal protein S3A	receptor for activated C kinase 1
('ENSG00000100316', 'ENSG00000163682')	0.8308372309328133	1	RPL3	RPL9	ribosomal protein L3	ribosomal protein L9
('ENSG00000147403', 'ENSG00000174748')	0.8308300786130708	1	RPL10	RPL15	ribosomal protein L10	ribosomal protein L15
('ENSG00000110700', 'ENSG00000171858')	0.8308279983383786	1	RPS13	RPS21	ribosomal protein S13	ribosomal protein S21
('ENSG00000105640', 'ENSG00000137818')	0.83081813755024	1	RPL18A	RPLP1	ribosomal protein L18a	ribosomal protein lateral stalk subunit P1
('ENSG00000110700', 'ENSG00000145592')	0.8308164266927544	1	RPS13	RPL37	ribosomal protein S13	ribosomal protein L37
('ENSG00000105193', 'ENSG00000197756')	0.830781614881661	1	RPS16	RPL37A	ribosomal protein S16	ribosomal protein L37a
('ENSG00000089009', 'ENSG00000167526')	0.830758036527778	1	RPL6	RPL13	ribosomal protein L6	ribosomal protein L13
('ENSG00000148303', 'ENSG00000156482')	0.8307486791126689	1	RPL7A	RPL30	ribosomal protein L7a	ribosomal protein L30
('ENSG00000112306', 'ENSG00000198034')	0.8307452857103885	1	RPS12	RPS4X	ribosomal protein S12	ribosomal protein S4 X-linked
('ENSG00000143947', 'ENSG00000197756')	0.8307280505479278	1	RPS27A	RPL37A	ribosomal protein S27a	ribosomal protein L37a
('ENSG00000063177', 'ENSG00000149273')	0.8306743503934769	1	RPL18	RPS3	ribosomal protein L18	ribosomal protein S3
('ENSG00000145425', 'ENSG00000147403')	0.8306479767564882	1	RPS3A	RPL10	ribosomal protein S3A	ribosomal protein L10
('ENSG00000147403', 'ENSG00000149806')	0.8306035109353614	1	RPL10	FAU	ribosomal protein L10	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000186468', 'ENSG00000198242')	0.8305947862104549	1	RPS23	RPL23A	ribosomal protein S23	ribosomal protein L23a
('ENSG00000089009', 'ENSG00000105640')	0.8305468531460781	1	RPL6	RPL18A	ribosomal protein L6	ribosomal protein L18a
('ENSG00000108107', 'ENSG00000163682')	0.8304874185664358	1	RPL28	RPL9	ribosomal protein L28	ribosomal protein L9
('ENSG00000110700', 'ENSG00000137818')	0.8303382499628623	1	RPS13	RPLP1	ribosomal protein S13	ribosomal protein lateral stalk subunit P1
('ENSG00000083845', 'ENSG00000198242')	0.8303358484927201	1	RPS5	RPL23A	ribosomal protein S5	ribosomal protein L23a
('ENSG00000142676', 'ENSG00000162244')	0.8303275920754228	1	RPL11	RPL29	ribosomal protein L11	ribosomal protein L29
('ENSG00000063177', 'ENSG00000100316')	0.8303083822868169	1	RPL18	RPL3	ribosomal protein L18	ribosomal protein L3
('ENSG00000105640', 'ENSG00000149806')	0.8302794723359961	1	RPL18A	FAU	ribosomal protein L18a	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000170889', 'ENSG00000204628')	0.8302524500050962	1	RPS9	RACK1	ribosomal protein S9	receptor for activated C kinase 1
('ENSG00000161016', 'ENSG00000170889')	0.8301901437432895	1	RPL8	RPS9	ribosomal protein L8	ribosomal protein S9
('ENSG00000108107', 'ENSG00000137818')	0.8301223158028932	1	RPL28	RPLP1	ribosomal protein L28	ribosomal protein lateral stalk subunit P1
('ENSG00000110700', 'ENSG00000114391')	0.8300676741549757	1	RPS13	RPL24	ribosomal protein S13	ribosomal protein L24
('ENSG00000140988', 'ENSG00000197958')	0.8300595509357644	1	RPS2	RPL12	ribosomal protein S2	ribosomal protein L12
('ENSG00000083845', 'ENSG00000182899')	0.8300392203892096	1	RPS5	RPL35A	ribosomal protein S5	ribosomal protein L35a
('ENSG00000161016', 'ENSG00000198242')	0.8300366378177332	1	RPL8	RPL23A	ribosomal protein L8	ribosomal protein L23a
('ENSG00000148303', 'ENSG00000149806')	0.8299141558355522	1	RPL7A	FAU	ribosomal protein L7a	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000149273', 'ENSG00000149806')	0.8298960938322929	1	RPS3	FAU	ribosomal protein S3	FAU ubiquitin like and ribosomal protein S30 fusion
('ENSG00000089157', 'ENSG00000122406')	0.8298699946748447	1	RPLP0	RPL5	ribosomal protein lateral stalk subunit P0	ribosomal protein L5
('ENSG00000145425', 'ENSG00000167526')	0.82985782989409	1	RPS3A	RPL13	ribosomal protein S3A	ribosomal protein L13
('ENSG00000110700', 'ENSG00000204628')	0.8298173646272511	1	RPS13	RACK1	ribosomal protein S13	receptor for activated C kinase 1
('ENSG00000105640', 'ENSG00000147403')	0.8297979972700311	1	RPL18A	RPL10	ribosomal protein L18a	ribosomal protein L10
('ENSG00000149972', 'ENSG00000185053')	0.8297546866064638	0	CNTN5	SGCZ	contactin 5	sarcoglycan zeta
('ENSG00000168028', 'ENSG00000198242')	0.8297369656795239	1	RPSA	RPL23A	ribosomal protein SA	ribosomal protein L23a
('ENSG00000105372', 'ENSG00000233927')	0.8297204776206741	1	RPS19	RPS28	ribosomal protein S19	ribosomal protein S28
('ENSG00000137818', 'ENSG00000182899')	0.8297155334077516	1	RPLP1	RPL35A	ribosomal protein lateral stalk subunit P1	ribosomal protein L35a
('ENSG00000133112', 'ENSG00000164587')	0.8296988377089949	0	TPT1	RPS14	tumor protein, translationally-controlled 1	ribosomal protein S14
('ENSG00000186468', 'ENSG00000197756')	0.8296166547632083	1	RPS23	RPL37A	ribosomal protein S23	ribosomal protein L37a
